embark_ID,Accession_num,Artist,Printer,Title,Year_Made,Year_Acqd,Media,Media_AAT,Dimensions,Label,Credit_Line,Notes
6284,2013.024,Alfred Thompson Bricher,,Hudson Valley from Catskill Clove,1861,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 25 in. (76.2 cm x 63.5 cm),,The Lunder Collection,
6285,2013.025,Henry Kirke Brown,,Filatrice,1850,2013,Bronze,bronze (metal) AAT:(300010957),20 3/4 in. x 11 1/4 in. x 6 1/2 in. (52.71 cm x 28.58 cm x 16.51 cm),,The Lunder Collection,
30,2013.026,Henry Kirke Brown,,Choosing of the Arrow,1849,2013,Bronze,bronze (metal) AAT:(300010957),21 7/8 in. x 11 3/8 in. x 5 5/8 in. (55.56 cm x 28.89 cm x 14.29 cm),,The Lunder Collection,
6286,2013.027,John George Brown,,Gathering Flowers,1861,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",11 1/2 in. x 9 in. (29.21 cm x 22.86 cm),,The Lunder Collection,
6287,2013.028,John George Brown,,Watching the Circus,1881,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",28 1/4 in. x 44 in. (71.76 cm x 111.76 cm),,The Lunder Collection,
6288,2013.029,Dennis Miller Bunker,,Midsummer Landscape with Apple Tree,1881,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",10 in. x 11 in. (25.4 cm x 27.94 cm),,The Lunder Collection,
6289,2013.030,Dennis Miller Bunker,,When the Tide is Down,1880,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",11 in. x 19 in. (27.94 cm x 48.26 cm),,The Lunder Collection,
553,2013.031,Deborah Butterfield,,Nahele,1987,2013,Welded and painted steel,"welding AAT:(300053958), steel (alloy) AAT:(300133751), paint (coating) AAT:(300015029)",29 1/2 in. x 43 in. x 13 in. (74.93 cm x 109.22 cm x 33.02 cm),,The Lunder Collection,
188,2013.032,Alexander Calder,,Untitled,ca. 1945,2013,Painted metal and wire,"paint (coating) AAT:(300015029), wire AAT:(300011063), metal AAT:(300010900)",19 1/2 in. x 24 1/2 in. x 7 in. (49.53 cm x 62.23 cm x 17.78 cm),,The Lunder Collection,
142,2013.033,Alexander Calder,,Untitled,1946,2013,Painted metal and wire,"paint (coating) AAT:(300015029), wire AAT:(300011063), metal AAT:(300010900)",32 in. x 31 in. x 19 in. (81.28 cm x 78.74 cm x 48.26 cm),,The Lunder Collection,
6290,2013.034,Emil Carlsen,,Still Life with Flowers,1885,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",26 in. x 36 in. (66.04 cm x 91.44 cm),,The Lunder Collection,
5785,2013.035,Mary Cassatt,,"Profile of Mrs. Cassatt Reading, with Glasses",ca. 1881,2013,Graphite on cream wove paper,"graphite (mineral) AAT:(300011098), wove paper AAT:(300014187)",8 1/4 in. x 5 1/4 in. (20.96 cm x 13.34 cm),,The Lunder Collection,
5784,2013.036,Mary Cassatt,,Sketch for Sara Smiling (No. 2),1903-1904,2013,Pencil on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",11 7/8 in. x 9 3/8 in. (30.16 cm x 23.81 cm),,The Lunder Collection,
5786,2013.037,Mary Cassatt,,The Stocking,1890,2013,Drypoint on paper,"drypoints (prints) AAT:(300041349), paper (fiber product) AAT:(300014109)",10 3/16 in. x 7 3/8 in. (25.88 cm x 18.73 cm),,The Lunder Collection,
6291,2013.038,Mary Cassatt,,Pensive Roman Girl,ca. 1872,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",18 1/4 in. x 15 in. (46.36 cm x 38.1 cm),,The Lunder Collection,
6447,2013.039,Gerald Cassidy,,Pueblo Priestesses,ca. 1930,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",40 in. x 30 in. (101.6 cm x 76.2 cm),,The Lunder Collection,
6292,2013.040,Jefferson David Chalfant,,The Shoemaker,ca.1900,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",33 in. x 25 1/2 in. (83.82 cm x 64.77 cm),,The Lunder Collection,
88,2013.041,John Chamberlain,,Rare Meat,1977,2013,Painted and chromium-plated steel,"paint (coating) AAT:(300015029), steel (alloy) AAT:(300133751), chromium AAT:(300011019)",82 1/2 in. x 30 1/2 in. x 17 3/4 in. (209.55 cm x 77.47 cm x 45.09 cm),,The Lunder Collection,
6354,2013.042,William Merritt Chase,,Boy Eating Apple (The Apprentice),1876,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",37 3/16 in. x 23 1/4 in. (94.46 cm x 59.06 cm),,The Lunder Collection,
6356,2013.043,William Merritt Chase,,Girl with Guitar,ca. 1886,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",10 1/4 in. x 6 in. (26.04 cm x 15.24 cm),,The Lunder Collection,
6358,2013.044,William Merritt Chase,,Portrait of a Woman,ca. 1912,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",19 in. x 16 1/4 in. (48.26 cm x 41.28 cm),,The Lunder Collection,
7810,2013.045,William Merritt Chase,,Study for the Whistling Boy ,ca. 1875,2013,Graphite on paper,"graphite (mineral) AAT:(300011098), paper (fiber product) AAT:(300014109)",4 3/8 in. x 3 5/8 in. (11.11 cm x 9.21 cm),,The Lunder Collection,
6360,2013.046,William Merritt Chase,,The East River,ca. 1886,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",10 in. x 15 3/4 in. (25.4 cm x 40.01 cm),,The Lunder Collection,
116,2013.052,James McNeill Whistler,,Nocturne: Furnace,189-1880,2013,Etching and drypoint in dark brown ink on cream laid paper; twelfth (final) state,"etchings (prints) AAT:(300041365), drypoints (prints) AAT:(300041349), ink AAT:(300015012), laid paper AAT:(300014184)",(plate: 168 x 232 mm),,The Lunder Collection,
189,2013.095,Christo,,"Package on a Table, Project",1989,2013,"Lithograph and silkscreen with collage of fabric, twine, and staples; pencil additions on Rag paper, mounted on 2-ply gray cardboard","lithographs AAT:(300041379), screen prints AAT:(300178688), collages (visual works) AAT:(300033963), twine AAT:(300014251), staples AAT:(300077960), pencils (drawing and writing equipment) AAT:(300022439), rag paper AAT:(300014130), cloth AAT:(300162391), cardboard AAT:(300014224)",32 in. x 24 in. (81.28 cm x 60.96 cm),,The Lunder Collection,
6293,2013.096,Frederic Edwin Church,,View from Olana in the Snow,ca. 1871,2013,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",13 1/2 in. x 21 1/4 in. (34.29 cm x 53.98 cm),,The Lunder Collection,
6294,2013.097,Jean-Baptiste Camille Corot,,Marcoussis,1855 or after,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",8 7/8 in. x 14 5/8 in. (22.54 cm x 37.15 cm),,The Lunder Collection,
6448,2013.098,Eanger Irving Couse,,Flying Wedge,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",29 1/4 in. x 24 in. (74.3 cm x 60.96 cm),,The Lunder Collection,
6449,2013.099,Eanger Irving Couse,,Indian Weaver,ca. 1925-1930,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 29 in. (60.96 cm x 73.66 cm),,The Lunder Collection,
6450,2013.100,Eanger Irving Couse,,Sacred Birds,1910,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",46 1/2 in. x 35 1/2 in. (118.11 cm x 90.17 cm),,The Lunder Collection,
222,2013.101,Thomas Crawford,,Adam and Eve,1856,2013,Marble,marble (rock) AAT:(300011443),54 3/8 in. x 25 in. x 20 in. (138.11 cm x 63.5 cm x 50.8 cm),,The Lunder Collection,
6451,2013.102,Cyrus E. Dallin,,On the Warpath,1917,2013,Bronze,bronze (metal) AAT:(300010957),20 in. x 21 in. x 6 in. (50.8 cm x 53.34 cm x 15.24 cm),,The Lunder Collection,
6295,2013.103,Charles-Francois Daubigny,,A River Landscape,1860,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",9 1/2 in. x 20 1/2 in. (24.13 cm x 52.07 cm),,The Lunder Collection,
6452,2013.104,Charles Deas,,"Sho-ko-ni-ka ""Little Hill"" ",ca. 1840-1841,2013,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",8 1/4 in. x 6 1/4 in. (20.96 cm x 15.88 cm),,The Lunder Collection,
6453,2013.105,Charles Deas,,"Wa-kon-cha-hi-re-ga ""Rolling Thunder""",ca. 1840-1841,2013,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",8 1/4 in. x 6 1/4 in. (20.96 cm x 15.88 cm),,The Lunder Collection,
6365,2013.106,Joseph Rodefer DeCamp,,The Pink Feather (The Brown Veil),1908,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 25 in. (76.2 cm x 63.5 cm),,The Lunder Collection,
6296,2013.107,Joseph Decker,,Strawberries on a Marble Ledge,ca. 1895,2013,Oil on board,"oil paint (paint) AAT:(300015050), wood board AAT:(300162666)",7 in. x 14 1/2 in. (17.78 cm x 36.83 cm),,The Lunder Collection,
6367,2013.108,Thomas Wilmer Dewing,,Portrait of Ella Emmet,1886,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",19 1/2 in. x 10 1/4 in. (49.53 cm x 26.04 cm),,The Lunder Collection,
6383,2013.110,Thomas Wilmer Dewing,,Standing Woman,ca. 1926,2013,Oil pastel on brown paper,"oil pastels AAT:(300230810), paper (fiber product) AAT:(300014109)",14 1/4 in. x 10 7/8 in. (36.2 cm x 27.62 cm),,The Lunder Collection,
6384,2013.111,Thomas Wilmer Dewing,,The Song,1891,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",26 1/2 in. x 34 in. (67.31 cm x 86.36 cm),,The Lunder Collection,
6454,2013.112,Maynard Dixon,,"Navajo Women in the Canyon de Chelly, Arizona",1905,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",50 in. x 40 in. (127 cm x 101.6 cm),,The Lunder Collection,
6363,2013.113,Guy Pene Du Bois,,On the Steps: Race Track,1927,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",21 3/4 in. x 17 3/4 in. (55.25 cm x 45.09 cm),,The Lunder Collection,
6299,2013.114,Robert Spear Dunning,,"Peaches, Grapes, Plums and a Pear",,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",8 3/8 in. x 10 3/8 in. (21.27 cm x 26.35 cm),,The Lunder Collection,
6455,2013.115,William Herbert Dunton,,Buffalo Signal,ca. 1916,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",34 in. x 51 in. (86.36 cm x 129.54 cm),,The Lunder Collection,
6456,2013.116,William Herbert Dunton,,The Orange Bonnet,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",20 in. x 16 in. (50.8 cm x 40.64 cm),,The Lunder Collection,
6301,2013.117,Thomas Eakins,,Franklin L. Schenck: A Study,ca. 1890,2013,Oil on panel,"oil paint (paint) AAT:(300015050), panels (wood) AAT:(300014657)",13 3/4 in. x 10 3/4 in. (34.93 cm x 27.31 cm),,The Lunder Collection,
6303,2013.118,Henri Fantin-Latour,,Carnations of All Sorts,1872,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",14 in. x 10 in. (35.56 cm x 25.4 cm),,The Lunder Collection,
6457,2013.119,Henry Farny,,Indian with Family,1908,2013,Gouache on paper,"gouache (paint) AAT:(300070114), paper (fiber product) AAT:(300014109)",14 1/4 in. x 10 in. (36.2 cm x 25.4 cm),,The Lunder Collection,
6671,2013.120,Ralph Fasanella,,Night Game-Practice Time,1979,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",40 in. x 50 in. (101.6 cm x 127 cm),,The Lunder Collection,
6458,2013.121,Nicolai Fechin,,Evergreen,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 25 in. (76.2 cm x 63.5 cm),,The Lunder Collection,
6459,2013.122,Nicolai Fechin,,Masha,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 30 in. (60.96 cm x 76.2 cm),,The Lunder Collection,
6460,2013.123,Nicolai Fechin,,"Old Mexican House, Taos",1936,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",20 in. x 32 in. (50.8 cm x 81.28 cm),,The Lunder Collection,
6461,2013.124,Nicolai Fechin,,Woman Before a Mirror,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",36 in. x 36 in. (91.44 cm x 91.44 cm),,The Lunder Collection,
9,2013.125,James E. Fraser,,End of the Trail,1918,2013,Bronze,bronze (metal) AAT:(300010957),34 1/4 in. x 26 1/4 in. x 8 3/4 in. (87 cm x 66.68 cm x 22.23 cm),,The Lunder Collection,
205,2013.126,Daniel Chester French,,The Minuteman,1889,2013,Bronze,bronze (metal) AAT:(300010957),32 5/16 in. x 17 3/8 in. x 21 5/8 in. (82.07 cm x 44.13 cm x 54.93 cm),,The Lunder Collection,
6462,2013.127,Leon Gaspard,,A Siberian Band,1921,2013,Oil on board,"oil paint (paint) AAT:(300015050), wood board AAT:(300162666)",20 in. x 28 in. (50.8 cm x 71.12 cm),,The Lunder Collection,
6385,2013.128,Sanford Robinson Gifford,,"A Study of Morning on Haverstraw Bay, Hudson River",1866,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",9 in. x 19 in. (22.86 cm x 48.26 cm),,The Lunder Collection,
6386,2013.129,Sanford Robinson Gifford,,The Marshes of the Hudson,1878,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",16 1/2 in. x 30 1/4 in. (41.91 cm x 76.84 cm),,The Lunder Collection,
6387,2013.130,Sanford Robinson Gifford,,A Twilight in the Adirondacks,1864,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",10 1/2 in. x 18 1/2 in. (26.67 cm x 46.99 cm),,The Lunder Collection,
6304,2013.131,William Glackens,,Study for Brighton Beach Race Track,,2013,Oil pastel on paper,"oil pastels AAT:(300230810), paper (fiber product) AAT:(300014109)",5 1/2 in. x 5 3/4 in. (13.97 cm x 14.61 cm),,The Lunder Collection,
6305,2013.132,Seymour Joseph Guy,,Girl with Jump Rope,ca. 1862-1863,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",20 in. x 16 in. (50.8 cm x 40.64 cm),,The Lunder Collection,
6307,2013.133,Armin Carl Hansen,,Monterey Fisherman,1920's,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",16 in. x 24 in. (40.64 cm x 60.96 cm),,The Lunder Collection,
6308,2013.134,Childe Hassam,,"The Mackerel Schooner, Gloucester",1890,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",20 1/8 in. x 20 1/4 in. (51.12 cm x 51.44 cm),,The Lunder Collection,
6463,2013.135,Ernest Martin Hennings,,Taos Indian On Horseback,ca. 1930,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 30 in. (60.96 cm x 76.2 cm),,The Lunder Collection,
6464,2013.136,Ernest Martin Hennings,,Young Taos Chief,,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 30 in. (76.2 cm x 76.2 cm),,The Lunder Collection,
6309,2013.137,Robert Henri,,Bucko O'Malley (Charles)-(Boy with Cap),1924,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 20 in. (60.96 cm x 50.8 cm),,The Lunder Collection,
6310,2013.138,Robert Henri,,Her Favorite Place,,2013,Oil pastel on paper,"oil pastels AAT:(300230810), paper (fiber product) AAT:(300014109)",12 1/2 in. x 19 7/8 in. (31.75 cm x 50.48 cm),,The Lunder Collection,
6465,2013.139,Victor Higgins,,Taos,ca. 1914-1915,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",27 in. x 30 in. (68.58 cm x 76.2 cm),,The Lunder Collection,
6466,2013.140,Victor Higgins,,Ute Park Freighters,1922-1923,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",25 1/8 in. x 30 1/4 in. (63.82 cm x 76.84 cm),,The Lunder Collection,
220,2013.141,Jenny Holzer,,Under a Rock: Crack the Pelvis,1986,2013,Granite,granite (rock) AAT:(300011183),17 1/4 in. x 48 in. x 21 in. (43.82 cm x 121.92 cm x 53.34 cm),,The Lunder Collection,
6389,2013.142,Winslow Homer,,A Fishing Schooner,1884,2013,Charcoal and white chalk on paper,"charcoal (material) AAT:(300012862), chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",17 1/2 in. x 17 1/2 in. (44.45 cm x 44.45 cm),,The Lunder Collection,
6390,2013.143,Winslow Homer,,Fishing,1878,2013,Watercolor and gouache on paper,"watercolors (paintings) AAT:(300078925), gouache (paint) AAT:(300070114), paper (fiber product) AAT:(300014109)",7 in. x 8 1/2 in. (17.78 cm x 21.59 cm),,The Lunder Collection,
6391,2013.144,Winslow Homer,,Fishing Fleet at Gloucester,1880,2013,Pencil and gouache on paper,"graphite (mineral) AAT:(300011098), gouache (paint) AAT:(300070114), paper (fiber product) AAT:(300014109)",5 3/4 in. x 13 in. (14.61 cm x 33.02 cm),,The Lunder Collection,
6392,2013.145,Winslow Homer,,Girl Reading,ca. 1879,2013,Watercolor and pencil on paper,"watercolors (paintings) AAT:(300078925), pencils (drawing and writing equipment) AAT:(300022439), paper (fiber product) AAT:(300014109)",7 1/2 in. x 9 1/4 in. (19.05 cm x 23.5 cm),,The Lunder Collection,
6393,2013.146,Winslow Homer,,Tense Moments,1884,2013,Charcoal and white chalk on paper,"charcoal (material) AAT:(300012862), chalk AAT:(300011727), paper (fiber product) AAT:(300014109)",4 1/2 in. x 11 1/2 in. (11.43 cm x 29.21 cm),,The Lunder Collection,
6394,2013.147,Winslow Homer,,Woman Reading in a Hammock,ca. 1875,2013,Graphite and gouache on paper,"graphite (mineral) AAT:(300011098), gouache (paint) AAT:(300070114), paper (fiber product) AAT:(300014109)",5 1/4 in. x 7 1/2 in. (13.34 cm x 19.05 cm),,The Lunder Collection,
42,2013.148,Winslow Homer,,Girl in a Hammock,1873,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",13 1/4 in. x 19 3/4 in. (33.66 cm x 50.17 cm),,The Lunder Collection,
39,2013.149,Milton William Hopkins,,Martha Ellen Connell,1838,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",29 3/4 in. x 23 3/4 in. (75.57 cm x 60.33 cm),,The Lunder Collection,
6396,2013.150,Edward Hopper,,House with Big Pine,1935,2013,Watercolor on paper,"watercolors (paintings) AAT:(300078925), paper (fiber product) AAT:(300014109)",20 1/2 in. x 25 1/4 in. (52.07 cm x 64.14 cm),,The Lunder Collection,
6311,2013.151,Thomas Hovenden,,An Old Shaver,1886,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",20 1/2 in. x 14 in. (52.07 cm x 35.56 cm),,The Lunder Collection,
6467,2013.152,Charles Harry Humphriss,,Appeal to the Great Spirit,,2013,Bronze,bronze (metal) AAT:(300010957),30 in. x 18 3/4 in. x 18 1/4 in. (76.2 cm x 47.63 cm x 46.36 cm),,The Lunder Collection,
6397,2013.153,William Morris Hunt,,New England Village,1874,2013,Oil on paper,"oil paint (paint) AAT:(300015050), paper (fiber product) AAT:(300014109)",5 1/8 in. x 7 in. (13.02 cm x 17.78 cm),,The Lunder Collection,
6437,2013.154,Anna Hyatt Huntington,,Charging Rams,,2013,,,7 1/8 in. x 8 3/8 in. x 5 3/4 in. (18.1 cm x 21.27 cm x 14.61 cm),,The Lunder Collection,
143,2013.155,George Inness,,Spirit of Autumn,1891,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 45 in. (76.2 cm x 114.3 cm),,The Lunder Collection,
6313,2013.156,George Inness,,"Gulf of Mexico, Florida",1894,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",24 in. x 36 in. (60.96 cm x 91.44 cm),,The Lunder Collection,
6314,2013.157,George Inness,,"Summer Evening, Montclair, New Jersey",1892,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 in. x 45 in. (76.2 cm x 114.3 cm),,The Lunder Collection,
6316,2013.158,George Inness,,Winter Evening,ca. 1864-1865,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",10 in. x 16 in. (25.4 cm x 40.64 cm),,The Lunder Collection,
6398,2013.159,Eastman Johnson,,The Party in the Maple Sugar Camp,ca. 1861-1866,2013,Oil on canvas,"oil paint (paint) AAT:(300015050), canvas AAT:(300014078)",30 1/4 in. x 40 1/4 in. (76.84 cm x 102.24 cm),,The Lunder Collection,
